index,date,user_submitted_review,title,total_purchased,distribution_channel,author
3918,2019-01-27,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
3920,2019-01-30,2.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
3921,2019-06-29,1.0,10% Happier,4.0,In-Person,Dan Harris
3923,2019-04-29,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
3924,2019-11-04,3.0,The 10X Rule,5.0,Online,Grant Cardone
3925,2019-05-12,5.0,10% Happier,5.0,Online,Dan Harris
3926,2019-09-28,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
3927,2019-03-26,3.0,The Art of Profitability,6.0,In-Person,Adrian Slywotzky
3929,2019-10-11,,The 10X Rule,3.0,Online,Grant Cardone
3931,2019-11-07,4.0,The 10X Rule,3.0,Online,Grant Cardone
3932,2019-09-30,4.0,The 10X Rule,6.0,Online,Grant Cardone
3933,2019-11-03,4.0,The 10X Rule,3.0,Online,Grant Cardone
3934,2019-02-23,4.0,10% Happier,4.0,In-Person,Dan Harris
3935,2019-07-20,2.0,10% Happier,6.0,Online,Dan Harris
3936,2019-11-13,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
3937,2019-04-18,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
3939,2019-01-11,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
3940,2019-03-12,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
3941,2019-03-22,5.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
3942,2019-08-25,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
3943,2019-08-09,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
3944,2019-07-25,,The 10X Rule,4.0,Online,Grant Cardone
3945,2019-05-28,1.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
3947,2019-12-10,4.0,The 10X Rule,5.0,Online,Grant Cardone
3948,2019-09-26,3.0,The 10X Rule,5.0,In-Person,Grant Cardone
3949,2019-06-29,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
3951,2019-02-10,3.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
3952,2019-08-09,,The 10X Rule,3.0,Online,Grant Cardone
3953,2019-07-26,3.0,The 10X Rule,8.0,In-Person,Grant Cardone
3954,2019-07-11,5.0,The 10X Rule,7.0,Online,Grant Cardone
3955,2019-02-18,1.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
3956,2019-12-27,1.0,The 10X Rule,3.0,In-Person,Grant Cardone
3957,2019-12-10,4.0,The Art of War,3.0,Online,Sun Tzu
3958,2019-12-20,,10% Happier,8.0,Online,Dan Harris
3959,2019-08-19,2.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
3962,2019-04-24,,A Technique for Producing Ideas,6.0,Online,James Webb Young
3963,2019-02-06,2.0,The 10X Rule,8.0,Online,Grant Cardone
3965,2019-09-11,,10% Happier,7.0,Online,Dan Harris
3966,2019-08-31,3.0,The 10X Rule,8.0,In-Person,Grant Cardone
3967,2019-06-18,5.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
3968,2019-08-16,3.0,10% Happier,3.0,In-Person,Dan Harris
3969,2019-03-31,2.0,The Art of War,5.0,Online,Sun Tzu
3970,2019-02-26,3.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
3971,2019-03-02,3.0,The 10X Rule,9.0,Online,Grant Cardone
3973,2019-05-19,3.0,10% Happier,5.0,In-Person,Dan Harris
3975,2019-10-17,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
3976,2019-04-27,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
3977,2019-10-26,4.0,The 10X Rule,5.0,Online,Grant Cardone
3978,2019-02-20,5.0,The Art of Profitability,6.0,In-Person,Adrian Slywotzky
3980,2019-07-02,5.0,10% Happier,3.0,Online,Dan Harris
3981,2019-03-27,,The 10X Rule,8.0,Online,Grant Cardone
3982,2019-10-19,1.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
3983,2019-10-17,,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
3984,2019-12-27,3.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
3985,2019-04-09,5.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
3986,2019-02-04,3.0,10% Happier,2.0,Online,Dan Harris
3987,2019-08-31,4.0,The 10X Rule,6.0,Online,Grant Cardone
3988,2019-10-16,,The 10X Rule,6.0,In-Person,Grant Cardone
3989,2019-12-05,2.0,10% Happier,3.0,Online,Dan Harris
3990,2019-03-06,,The 10X Rule,1.0,In-Person,Grant Cardone
3991,2019-04-24,1.0,10% Happier,4.0,Online,Dan Harris
3994,2019-10-20,2.0,The 10X Rule,6.0,In-Person,Grant Cardone
3996,2019-03-05,3.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
3997,2019-04-09,4.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
3999,2019-05-22,,The Art of Profitability,1.0,In-Person,Adrian Slywotzky
4000,2019-06-17,1.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4002,2019-05-23,,A Technique for Producing Ideas,5.0,Online,James Webb Young
4003,2019-08-18,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
4004,2019-03-19,2.0,The 10X Rule,0.0,Online,Grant Cardone
4005,2019-09-15,,The 10X Rule,4.0,In-Person,Grant Cardone
4007,2019-03-13,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
4008,2019-11-07,,A Technique for Producing Ideas,5.0,Online,James Webb Young
4009,2019-10-31,5.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4010,2019-10-08,,A Technique for Producing Ideas,5.0,Online,James Webb Young
4011,2019-05-30,,A Technique for Producing Ideas,4.0,Online,James Webb Young
4012,2019-09-18,5.0,10% Happier,4.0,Online,Dan Harris
4013,2019-03-29,,The Art of Profitability,4.0,Online,Adrian Slywotzky
4014,2019-01-05,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4015,2019-02-14,4.0,The 10X Rule,6.0,In-Person,Grant Cardone
4016,2019-09-28,2.0,The 10X Rule,3.0,Online,Grant Cardone
4017,2019-02-07,4.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
4018,2019-03-13,4.0,The 10X Rule,3.0,In-Person,Grant Cardone
4019,2019-07-12,5.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4020,2019-08-08,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4021,2019-01-17,5.0,The 10X Rule,6.0,In-Person,Grant Cardone
4022,2019-11-27,4.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
4023,2019-02-27,2.0,The 10X Rule,6.0,In-Person,Grant Cardone
4024,2019-05-31,3.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
4025,2019-03-22,3.0,10% Happier,4.0,Online,Dan Harris
4026,2019-03-09,4.0,The 10X Rule,4.0,Online,Grant Cardone
4028,2019-02-17,4.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4029,2019-10-28,4.0,A Technique for Producing Ideas,0.0,Online,James Webb Young
4030,2019-02-07,3.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4031,2019-05-08,,10% Happier,3.0,Online,Dan Harris
4032,2019-04-10,1.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4033,2019-11-26,4.0,The 10X Rule,5.0,Online,Grant Cardone
4034,2019-01-13,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
4036,2019-10-30,1.0,10% Happier,2.0,Online,Dan Harris
4037,2019-01-25,,The 10X Rule,5.0,Online,Grant Cardone
4038,2019-12-29,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
4039,2019-09-12,3.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
4040,2019-06-26,4.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4041,2019-03-28,,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
4042,2019-11-27,,A Technique for Producing Ideas,2.0,Online,James Webb Young
4043,2019-01-06,3.0,The 10X Rule,5.0,Online,Grant Cardone
4044,2019-01-01,5.0,The 10X Rule,5.0,Online,Grant Cardone
4045,2019-07-20,5.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4046,2019-07-26,1.0,The Art of War,4.0,Online,Sun Tzu
4047,2019-09-10,3.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
4048,2019-02-11,3.0,The Art of War,0.0,Online,Sun Tzu
4049,2019-12-23,4.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
4051,2019-07-06,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4052,2019-02-28,1.0,The 10X Rule,3.0,Online,Grant Cardone
4053,2019-03-31,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
4057,2019-02-16,4.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
4058,2019-08-14,2.0,10% Happier,2.0,Online,Dan Harris
4061,2019-11-21,1.0,The Art of Profitability,7.0,Online,Adrian Slywotzky
4062,2019-08-16,3.0,The 10X Rule,3.0,In-Person,Grant Cardone
4063,2019-02-25,,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
4064,2019-12-07,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4065,2019-11-07,2.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
4066,2019-07-16,3.0,The 10X Rule,3.0,Online,Grant Cardone
4067,2019-09-16,5.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
4068,2019-12-07,5.0,The 10X Rule,4.0,Online,Grant Cardone
4069,2019-02-12,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
4070,2019-12-01,5.0,The 10X Rule,5.0,Online,Grant Cardone
4071,2019-05-01,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4072,2019-05-17,3.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4073,2019-11-15,3.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
4074,2019-07-02,,The Art of Profitability,4.0,Online,Adrian Slywotzky
4075,2019-10-04,1.0,The Art of War,5.0,In-Person,Sun Tzu
4076,2019-01-20,4.0,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
4077,2019-12-14,4.0,A Technique for Producing Ideas,3.0,In-Person,James Webb Young
4078,2019-03-06,,The 10X Rule,4.0,In-Person,Grant Cardone
4079,2019-05-30,,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4080,2019-12-20,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4081,2019-03-16,4.0,The Art of Profitability,0.0,Online,Adrian Slywotzky
4082,2019-11-10,5.0,10% Happier,5.0,Online,Dan Harris
4083,2019-11-27,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4084,2019-10-07,3.0,The 10X Rule,3.0,In-Person,Grant Cardone
4085,2019-02-07,3.0,The 10X Rule,1.0,In-Person,Grant Cardone
4086,2019-06-06,4.0,The 10X Rule,6.0,Online,Grant Cardone
4087,2019-11-24,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4088,2019-01-01,4.0,The 10X Rule,1.0,In-Person,Grant Cardone
4089,2019-03-31,3.0,The 10X Rule,4.0,Online,Grant Cardone
4090,2019-06-19,2.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4091,2019-03-16,,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
4092,2019-02-08,3.0,The 10X Rule,1.0,In-Person,Grant Cardone
4093,2019-02-26,4.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4094,2019-09-03,,The Art of Profitability,4.0,Online,Adrian Slywotzky
4095,2019-09-27,2.0,10% Happier,4.0,Online,Dan Harris
4096,2019-11-29,,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
4097,2019-11-03,2.0,The 10X Rule,4.0,Online,Grant Cardone
4098,2019-04-24,4.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
4099,2019-11-03,,The 10X Rule,6.0,Online,Grant Cardone
4100,2019-02-01,2.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
4101,2019-06-20,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4102,2019-05-24,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4103,2019-04-03,2.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4104,2019-06-16,3.0,The 10X Rule,9.0,In-Person,Grant Cardone
4105,2019-07-28,4.0,The 10X Rule,5.0,Online,Grant Cardone
4106,2019-05-26,,A Technique for Producing Ideas,2.0,Online,James Webb Young
4107,2019-09-23,4.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
4108,2019-11-01,,A Technique for Producing Ideas,4.0,Online,James Webb Young
4109,2019-07-03,4.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
4110,2019-01-15,3.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4111,2019-01-15,5.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
4112,2019-12-23,5.0,The 10X Rule,2.0,In-Person,Grant Cardone
4113,2019-04-19,4.0,The 10X Rule,5.0,Online,Grant Cardone
4114,2019-10-19,,The Art of Profitability,5.0,Online,Adrian Slywotzky
4115,2019-09-13,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4116,2019-07-27,5.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
4117,2019-08-14,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4118,2019-06-29,5.0,The Art of Profitability,0.0,Online,Adrian Slywotzky
4119,2019-06-26,5.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
4120,2019-12-19,,The Art of Profitability,0.0,In-Person,Adrian Slywotzky
4121,2019-06-25,4.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4122,2019-12-21,4.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
4123,2019-08-21,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4124,2019-01-23,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4125,2019-09-03,,10% Happier,2.0,Online,Dan Harris
4126,2019-09-25,,The Art of Profitability,5.0,In-Person,Adrian Slywotzky
4127,2019-03-02,4.0,The 10X Rule,5.0,Online,Grant Cardone
4128,2019-11-08,4.0,The Art of War,2.0,In-Person,Sun Tzu
4129,2019-07-16,3.0,The 10X Rule,8.0,Online,Grant Cardone
4131,2019-02-12,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4132,2019-07-30,1.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4133,2019-10-20,,A Technique for Producing Ideas,3.0,Online,James Webb Young
4134,2019-10-25,2.0,10% Happier,5.0,Online,Dan Harris
4135,2019-06-16,5.0,The 10X Rule,6.0,Online,Grant Cardone
4136,2019-11-17,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4137,2019-10-20,5.0,The 10X Rule,4.0,Online,Grant Cardone
4138,2019-03-29,1.0,The 10X Rule,4.0,Online,Grant Cardone
4139,2019-03-07,4.0,10% Happier,3.0,Online,Dan Harris
4140,2019-12-01,4.0,10% Happier,3.0,In-Person,Dan Harris
4141,2019-01-14,2.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4142,2019-03-15,3.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4143,2019-05-26,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4145,2019-11-26,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4146,2019-02-01,,The 10X Rule,6.0,Online,Grant Cardone
4147,2019-01-02,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4148,2019-08-25,2.0,The 10X Rule,4.0,Online,Grant Cardone
4149,2019-09-07,2.0,The 10X Rule,4.0,In-Person,Grant Cardone
4150,2019-02-23,4.0,The 10X Rule,9.0,Online,Grant Cardone
4151,2019-10-10,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4152,2019-11-07,5.0,The 10X Rule,5.0,In-Person,Grant Cardone
4154,2019-09-22,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4155,2019-01-12,4.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
4157,2019-07-26,1.0,10% Happier,4.0,Online,Dan Harris
4158,2019-07-21,2.0,10% Happier,6.0,Online,Dan Harris
4159,2019-06-08,3.0,10% Happier,5.0,Online,Dan Harris
4160,2019-01-31,,The 10X Rule,4.0,Online,Grant Cardone
4161,2019-01-18,2.0,10% Happier,4.0,Online,Dan Harris
4162,2019-04-28,4.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4164,2019-04-10,3.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
4165,2019-07-05,1.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4166,2019-04-20,3.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4167,2019-12-13,,The Art of War,1.0,In-Person,Sun Tzu
4169,2019-06-11,,A Technique for Producing Ideas,2.0,Online,James Webb Young
4170,2019-04-11,2.0,The 10X Rule,2.0,Online,Grant Cardone
4171,2019-09-13,5.0,The 10X Rule,9.0,Online,Grant Cardone
4172,2019-05-31,3.0,The Art of War,5.0,Online,Sun Tzu
4173,2019-12-29,1.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4174,2019-09-19,5.0,The 10X Rule,6.0,In-Person,Grant Cardone
4175,2019-04-17,1.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
4176,2019-09-24,4.0,10% Happier,3.0,In-Person,Dan Harris
4177,2019-02-14,3.0,The 10X Rule,1.0,In-Person,Grant Cardone
4180,2019-08-31,5.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4181,2019-09-19,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
4182,2019-05-06,,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
4183,2019-01-24,3.0,The 10X Rule,2.0,Online,Grant Cardone
4184,2019-12-24,5.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4185,2019-06-25,3.0,The 10X Rule,4.0,In-Person,Grant Cardone
4186,2019-11-29,,A Technique for Producing Ideas,6.0,Online,James Webb Young
4187,2019-07-13,4.0,10% Happier,6.0,In-Person,Dan Harris
4188,2019-03-23,3.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
4189,2019-08-07,5.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
4190,2019-10-21,5.0,The 10X Rule,0.0,Online,Grant Cardone
4191,2019-05-19,2.0,The 10X Rule,2.0,Online,Grant Cardone
4192,2019-12-23,2.0,The 10X Rule,5.0,Online,Grant Cardone
4193,2019-01-04,3.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
4194,2019-07-01,4.0,The 10X Rule,3.0,Online,Grant Cardone
4195,2019-05-06,3.0,10% Happier,7.0,Online,Dan Harris
4196,2019-05-20,1.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4197,2019-10-21,5.0,The 10X Rule,3.0,Online,Grant Cardone
4198,2019-05-06,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4199,2019-04-18,3.0,A Technique for Producing Ideas,4.0,In-Person,James Webb Young
4201,2019-01-14,5.0,The 10X Rule,8.0,Online,Grant Cardone
4203,2019-04-12,,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4207,2019-04-19,5.0,10% Happier,8.0,Online,Dan Harris
4208,2019-06-16,5.0,10% Happier,3.0,Online,Dan Harris
4209,2019-07-13,5.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4210,2019-11-22,3.0,The Art of Profitability,5.0,In-Person,Adrian Slywotzky
4212,2019-08-30,1.0,10% Happier,5.0,In-Person,Dan Harris
4213,2019-05-03,2.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4214,2019-08-04,4.0,The Art of Profitability,5.0,In-Person,Adrian Slywotzky
4215,2019-08-29,3.0,The 10X Rule,0.0,Online,Grant Cardone
4216,2019-02-15,,A Technique for Producing Ideas,5.0,Online,James Webb Young
4218,2019-01-23,4.0,The 10X Rule,5.0,In-Person,Grant Cardone
4219,2019-08-23,4.0,The Art of War,7.0,Online,Sun Tzu
4220,2019-08-01,3.0,The 10X Rule,4.0,Online,Grant Cardone
4221,2019-05-17,,A Technique for Producing Ideas,4.0,Online,James Webb Young
4222,2019-10-18,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4223,2019-12-12,,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
4224,2019-08-04,5.0,10% Happier,5.0,In-Person,Dan Harris
4225,2019-02-11,3.0,10% Happier,4.0,Online,Dan Harris
4226,2019-05-22,5.0,The Art of Profitability,2.0,In-Person,Adrian Slywotzky
4227,2019-08-14,1.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4228,2019-11-20,5.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
4230,2019-10-09,,A Technique for Producing Ideas,3.0,Online,James Webb Young
4231,2019-04-06,3.0,10% Happier,4.0,In-Person,Dan Harris
4232,2019-09-27,4.0,A Technique for Producing Ideas,7.0,Online,James Webb Young
4233,2019-09-23,4.0,The 10X Rule,2.0,Online,Grant Cardone
4234,2019-02-26,5.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4235,2019-12-16,5.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
4236,2019-10-24,1.0,The 10X Rule,4.0,Online,Grant Cardone
4237,2019-08-12,5.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4238,2019-07-18,2.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
4239,2019-03-11,2.0,The 10X Rule,5.0,Online,Grant Cardone
4240,2019-07-17,4.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4241,2019-10-27,3.0,The 10X Rule,6.0,In-Person,Grant Cardone
4242,2019-12-30,3.0,The 10X Rule,7.0,Online,Grant Cardone
4243,2019-12-17,3.0,The 10X Rule,1.0,In-Person,Grant Cardone
4244,2019-02-10,,The 10X Rule,2.0,Online,Grant Cardone
4245,2019-02-08,3.0,The 10X Rule,3.0,In-Person,Grant Cardone
4246,2019-07-19,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4247,2019-06-26,5.0,The 10X Rule,8.0,In-Person,Grant Cardone
4248,2019-12-29,,The Art of Profitability,5.0,Online,Adrian Slywotzky
4249,2019-07-14,4.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4251,2019-06-20,,The 10X Rule,1.0,Online,Grant Cardone
4253,2019-10-13,,10% Happier,6.0,Online,Dan Harris
4254,2019-03-25,5.0,The Art of Profitability,2.0,Online,Adrian Slywotzky
4255,2019-05-03,3.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4256,2019-01-02,4.0,The 10X Rule,5.0,Online,Grant Cardone
4257,2019-12-23,5.0,The 10X Rule,4.0,In-Person,Grant Cardone
4258,2019-03-05,4.0,The 10X Rule,3.0,Online,Grant Cardone
4260,2019-09-09,,A Technique for Producing Ideas,5.0,Online,James Webb Young
4261,2019-12-22,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4262,2019-06-07,3.0,A Technique for Producing Ideas,2.0,Online,James Webb Young
4263,2019-07-08,3.0,10% Happier,3.0,In-Person,Dan Harris
4264,2019-07-26,4.0,The 10X Rule,4.0,Online,Grant Cardone
4266,2019-12-26,4.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4267,2019-08-09,4.0,10% Happier,4.0,Online,Dan Harris
4269,2019-09-30,3.0,The 10X Rule,3.0,Online,Grant Cardone
4270,2019-08-04,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4271,2019-08-30,1.0,The 10X Rule,1.0,Online,Grant Cardone
4273,2019-08-15,2.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
4276,2019-12-31,5.0,The Art of Profitability,5.0,Online,Adrian Slywotzky
4277,2019-05-16,3.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4279,2019-12-29,5.0,The 10X Rule,7.0,In-Person,Grant Cardone
4280,2019-06-29,,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
4281,2019-02-08,3.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
4282,2019-01-12,4.0,The 10X Rule,3.0,Online,Grant Cardone
4283,2019-06-25,4.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
4284,2019-03-07,5.0,A Technique for Producing Ideas,6.0,Online,James Webb Young
4285,2019-02-25,3.0,The Art of Profitability,3.0,Online,Adrian Slywotzky
4286,2019-06-21,2.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4287,2019-09-23,5.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4289,2019-10-02,2.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4291,2019-10-03,1.0,The 10X Rule,3.0,Online,Grant Cardone
4292,2019-10-12,3.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4293,2019-10-19,3.0,A Technique for Producing Ideas,6.0,In-Person,James Webb Young
4294,2019-04-02,5.0,The Art of Profitability,6.0,Online,Adrian Slywotzky
4297,2019-06-26,5.0,The 10X Rule,2.0,Online,Grant Cardone
4298,2019-08-20,,The 10X Rule,5.0,In-Person,Grant Cardone
4299,2019-12-13,5.0,The 10X Rule,3.0,Online,Grant Cardone
4301,2019-12-22,,A Technique for Producing Ideas,6.0,Online,James Webb Young
4303,2019-05-15,4.0,The 10X Rule,4.0,In-Person,Grant Cardone
4304,2019-11-03,4.0,The 10X Rule,7.0,Online,Grant Cardone
4305,2019-07-04,2.0,The Art of Profitability,1.0,Online,Adrian Slywotzky
4306,2019-01-24,,A Technique for Producing Ideas,3.0,Online,James Webb Young
4307,2019-12-31,4.0,The Compound Effect,8.0,In-Person,Darren Hardy
4308,2019-08-23,3.0,The Art of Profitability,3.0,In-Person,Adrian Slywotzky
4309,2019-12-14,,The 10X Rule,3.0,Online,Grant Cardone
4310,2019-06-29,5.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
4312,2019-10-14,1.0,A Technique for Producing Ideas,4.0,Online,James Webb Young
4313,2019-12-21,1.0,The Art of Profitability,4.0,Online,Adrian Slywotzky
4314,2019-10-18,2.0,A Technique for Producing Ideas,1.0,In-Person,James Webb Young
4315,2019-10-08,5.0,The Art of Profitability,4.0,In-Person,Adrian Slywotzky
4316,2019-05-13,3.0,The 10X Rule,2.0,Online,Grant Cardone
4318,2019-11-27,,The Art of Profitability,6.0,In-Person,Adrian Slywotzky
4319,2019-07-31,3.0,10% Happier,7.0,In-Person,Dan Harris
4320,2019-01-20,2.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4321,2019-01-12,5.0,The 10X Rule,3.0,In-Person,Grant Cardone
4322,2019-08-22,4.0,A Technique for Producing Ideas,3.0,Online,James Webb Young
4323,2019-10-15,,The 10X Rule,3.0,In-Person,Grant Cardone
4324,2019-07-28,,A Technique for Producing Ideas,2.0,In-Person,James Webb Young
4325,2019-12-15,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4326,2019-06-20,,10% Happier,1.0,Online,Dan Harris
4327,2019-01-04,1.0,A Technique for Producing Ideas,1.0,Online,James Webb Young
4328,2019-07-25,2.0,The 10X Rule,7.0,Online,Grant Cardone
4329,2019-12-22,,The 10X Rule,6.0,Online,Grant Cardone
4330,2019-01-11,4.0,A Technique for Producing Ideas,7.0,In-Person,James Webb Young
4333,2019-10-08,5.0,A Technique for Producing Ideas,5.0,Online,James Webb Young
4334,2019-03-27,5.0,The 10X Rule,2.0,Online,Grant Cardone
4335,2019-07-10,2.0,The 10X Rule,3.0,Online,Grant Cardone
4336,2019-07-12,1.0,The 10X Rule,3.0,Online,Grant Cardone
4337,2019-08-28,2.0,10% Happier,1.0,Online,Dan Harris
4338,2019-10-25,5.0,A Technique for Producing Ideas,5.0,In-Person,James Webb Young
